Unnamed: 0,o__,o__Acidimicrobiales,o__Acidobacteriales,o__Actinomycetales,o__Aeromonadales,o__Alteromonadales,o__Anaeroplasmatales,o__Aquificales,o__Bacillales,o__Bacteroidales,o__Bifidobacteriales,o__Burkholderiales,o__CW040,o__Campylobacterales,o__Cardiobacteriales,o__Caulobacterales,o__Chlorophyta,o__Clostridiales,o__Coriobacteriales,o__Cytophagales,o__Deinococcales,o__Desulfovibrionales,o__EW055,o__Enterobacteriales,o__Erysipelotrichales,o__Flavobacteriales,o__Fusobacteriales,o__Gemellales,o__Halanaerobiales,o__I025,o__IS-44,o__Lactobacillales,o__ML615J-28,o__MLE1-12,o__Neisseriales,o__Nitrospirales,o__Oceanospirillales,o__Pasteurellales,o__Pseudomonadales,o__RB41,o__RF32,o__RF39,o__Rhizobiales,o__Rhodobacterales,o__Rhodocyclales,o__Rhodospirillales,o__Rickettsiales,o__SC-I-84,o__SHA-98,o__Sphingobacteriales,o__Sphingomonadales,o__Spirochaetales,o__Streptophyta,o__Synergistales,o__Turicibacterales,o__Verrucomicrobiales,o__Victivallales,o__WD2101,o__Xanthomonadales,o__YS2,o__[Brachyspirales],o__[Cerasicoccales],o__[Saprospirales]
HMP2_J79958_1_ST_T0_B0_0120_ZX52KVK-6032_B64B9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4832.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,9449.0,60.0,0.0,0.0,5.0,0.0,45.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,87.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
HMP2_J45334_1_ST_T0_B0_0120_ZXHCGKV-01_APB4D,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10512.0,0.0,144.0,0.0,7.0,0.0,0.0,0.0,13944.0,604.0,0.0,0.0,2.0,0.0,4.0,25.0,0.0,32.0,0.0,1.0,0.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45469_1_ST_T0_B0_0120_ZN9YTFN-6023_APB4D,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25692.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4047.0,401.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J79802_1_ST_T0_B0_0120_ZPDABJR-6032_B64B9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8049.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,5107.0,27.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
HMP2_J83833_1_ST_T0_B0_0120_ZYHHR4Z-8025_B86HB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37717.0,0.0,1061.0,0.0,0.0,0.0,0.0,0.0,23050.0,279.0,0.0,0.0,11.0,0.0,17.0,114.0,0.0,0.0,0.0,16.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J66951_1_ST_T0_B0_0120_ZOZOW1T-7027_APATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4833.0,0.0,411.0,0.0,1.0,0.0,0.0,0.0,10209.0,39.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,36.0,1.0,33.0,139.0,0.0,0.0,517.0,0.0,0.0,0.0
HMP2_J45180_1_ST_T0_B0_0120_ZOZOW1T-7011-2_APATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3873.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,4706.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,48.0,0.0,0.0,9.0,0.0,0.0,0.0
HMP2_J45264_1_ST_T0_B0_0120_ZOZOW1T-6023-1_APATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20984.0,0.0,261.0,0.0,1.0,0.0,0.0,0.0,5072.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,22.0,0.0,9.0,0.0,0.0,332.0,0.0,0.0,0.0
HMP2_J45193_1_ST_T0_B0_0120_ZOZOW1T-7012A_APAJ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4143.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,5436.0,23.0,0.0,0.0,25.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,40.0,0.0,0.0,0.0
HMP2_J79929_1_ST_T0_B0_0120_ZLPZS0H-14_B64B9,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,38250.0,0.0,519.0,0.0,0.0,0.0,0.0,0.0,12632.0,12.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45283_1_ST_T0_B0_0120_ZR3WH7V-6023_APATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11727.0,0.0,133.0,0.0,2.0,0.0,0.0,0.0,2781.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45534_1_ST_T0_B0_0120_ZL9BTWF-11_APA62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23820.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,13875.0,512.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45478_1_ST_T0_B0_0120_ZTL5S2Y-01_APA62,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28453.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,6966.0,41.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45175_1_ST_T0_B0_0120_ZOZOW1T-1025_APATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10589.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,7455.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J28611_1_ST_T0_B0_0120_ZN0JE53-2012_AWBGH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11059.0,0.0,1290.0,0.0,0.0,0.0,0.0,0.0,10199.0,67.0,0.0,0.0,32.0,0.0,94.0,236.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45317_1_ST_T0_B0_0120_ZX52KVK-4011_APB4D,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1364.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,13669.0,76.0,0.0,0.0,4.0,0.0,1.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HMP2_J79816_1_ST_T0_B0_0120_ZRB0F6P-6035_B64B9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5027.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,4923.0,45.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0
HMP2_J08155_1_ST_T0_B0_0120_ZOZOW1T-6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19790.0,1.0,294.0,0.0,2.0,0.0,0.0,0.0,12570.0,10.0,0.0,0.0,10.0,0.0,0.0,111.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,664.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,402.0,284.0,0.0,0.0,37.0,0.0,0.0,0.0
HMP2_J00855_1_ST_T0_B0_0122_ZL9BTWF-1013_AA31J,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16269.0,0.0,1068.0,0.0,0.0,0.0,0.0,0.0,10992.0,85.0,0.0,0.0,0.0,0.0,0.0,595.0,0.0,2589.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45107_1_ST_T0_B0_0120_ZTMFN3O-04_APAJ2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5104.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,6341.0,334.0,0.0,0.0,110.0,0.0,14.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J79982_1_ST_T0_B0_0120_ZOZOW1T-7045_B86HB,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15915.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,22665.0,350.0,0.0,0.0,1.0,0.0,1.0,96.0,0.0,4.0,0.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HMP2_J45449_1_ST_T0_B0_0120_ZJXC41N-03_APB4D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6952.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,14435.0,15.0,0.0,0.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,96.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
HMP2_J79819_1_ST_T0_B0_0120_ZTL5S2Y-1025_B64B9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12312.0,0.0,122.0,0.0,3.0,0.0,0.0,0.0,3562.0,33.0,0.0,0.0,6.0,0.0,4.0,30.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,83.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
HMP2_J43830_1_ST_T0_B0_0120_ZVBQY1N-1021_ANBEN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4132.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,709.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,25.0,0.0,0.0,0.0
HMP2_J79968_1_ST_T0_B0_0120_ZOZOW1T-7044_B64B9,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4890.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,4023.0,24.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,9.0,0.0,0.0,22.0,0.0,0.0,0.0
HMP2_J45157_1_ST_T0_B0_0120_ZOZOW1T-6042-3_APATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10860.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,4862.0,7.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J09147_1_ST_T0_B0_0120_ZVNCGHM-1015_ADM3N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16630.0,0.0,397.0,1.0,0.0,0.0,0.0,0.0,4522.0,32.0,0.0,0.0,1.0,0.0,6.0,204.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,395.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J15243_1_ST_T0_B0_0120_ZVM4N7A-01_AELNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16809.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11887.0,29.0,0.0,0.0,1.0,0.0,29.0,1212.0,0.0,0.0,0.0,53.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J79930_1_ST_T0_B0_0120_ZL9BTWF-6015_B64B9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29160.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,4230.0,18.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J08169_1_ST_T0_B0_0120_ZVNCGHM-6013_ACNUP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21329.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,4015.0,6.0,0.0,0.0,5.0,0.0,17.0,182.0,0.0,1.0,0.0,50.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J79832_1_ST_T0_B0_0120_ZM8YXDM-12_B64B9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14476.0,0.0,870.0,0.0,2.0,0.0,0.0,0.0,8116.0,37.0,0.0,0.0,17.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J80105_1_ST_T0_B0_0120_ZN9TKCJ-01_B86HB,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6342.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,10052.0,83.0,0.0,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,179.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J15239_1_ST_T0_B0_0120_ZW61YGW-03_AELNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13681.0,2.0,211.0,0.0,17.0,0.0,0.0,0.0,5589.0,11.0,0.0,0.0,0.0,0.0,563.0,15.0,0.0,1.0,0.0,79.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J00849_1_NS_T0_B0_0120_ZLGD9M0-1014_AAH7B,0.0,0.0,9.0,294.0,0.0,0.0,0.0,0.0,657.0,54.0,0.0,80.0,0.0,45.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,9669.0,0.0,0.0,1.0,0.0,0.0,12.0,157.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45151_1_ST_T0_B0_0120_ZOZOW1T-4026-2_APATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5592.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,8694.0,32.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45635_1_ST_T0_B0_0120_ZX52KVK-6012_APAJ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,7335.0,46.0,0.0,0.0,2.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
HMP2_J45203_1_ST_T0_B0_0120_ZOZOW1T-4025,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,29862.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,28632.0,87.0,0.0,0.0,3.0,0.0,7.0,19.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
otu_table,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12598.0,1.0,886.0,0.0,0.0,0.0,0.0,0.0,22558.0,86.0,0.0,0.0,16.0,0.0,1.0,513.0,0.0,0.0,4.0,12.0,0.0,0.0,20.0,113.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1273.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,14.0,0.0,0.0,4505.0,0.0,0.0,0.0
HMP2_J45182_1_ST_T0_B0_0120_ZOZOW1T-7016-3_APATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16194.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2777.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0
HMP2_J45501_1_ST_T0_B0_0120_ZJTKAE3-6023_APA62,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21693.0,0.0,813.0,0.0,0.0,0.0,0.0,0.0,6643.0,18.0,0.0,0.0,9.0,0.0,1.0,38.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45282_1_ST_T0_B0_0120_ZRA5YD8-1021_APATM,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2098.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,12852.0,46.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45355_1_ST_T0_B0_0120_ZKVR426-2011_APB4D,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4609.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,10904.0,74.0,0.0,0.0,29.0,0.0,0.0,88.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,31.0,2.0,0.0,0.0,463.0,0.0,0.0,0.0
HMP2_J80043_1_ST_T0_B0_0120_ZTL5S2Y-03_B86HB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13321.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,7124.0,39.0,0.0,0.0,5.0,0.0,2.0,56.0,0.0,0.0,0.0,31.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J28661_1_ST_T0_B0_0120_ZLTUJTN-2014_AVTWA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2748.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,2640.0,144.0,0.0,0.0,14.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMP2_J45088_1_ST_T0_B0_0120_ZX52KVK-2025_APAJ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,717.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,6432.0,18.0,0.0,0.0,1.0,0.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
