Unnamed: 0,f__,f__Acetobacteraceae,f__Acidobacteriaceae,f__Actinomycetaceae,f__Aerococcaceae,f__Aeromonadaceae,f__Alcaligenaceae,f__Alicyclobacillaceae,f__Anaeroplasmataceae,f__Aquificaceae,f__BS11,f__Bacillaceae,f__Bacteroidaceae,f__Beijerinckiaceae,f__Bifidobacteriaceae,f__Brachyspiraceae,f__Bradyrhizobiaceae,f__Brevibacteriaceae,f__Brucellaceae,f__Burkholderiaceae,f__Campylobacteraceae,f__Cardiobacteriaceae,f__Carnobacteriaceae,f__Caulobacteraceae,f__Chitinophagaceae,f__Christensenellaceae,f__Clostridiaceae,f__Comamonadaceae,f__Coriobacteriaceae,f__Corynebacteriaceae,f__Cytophagaceae,f__Dehalobacteriaceae,f__Deinococcaceae,f__Dermabacteraceae,f__Desulfovibrionaceae,f__Dethiosulfovibrionaceae,f__Dietziaceae,f__Ellin6075,f__Enterobacteriaceae,f__Enterococcaceae,f__Erysipelotrichaceae,f__Erythrobacteraceae,f__EtOH8,f__Eubacteriaceae,f__F16,f__Flavobacteriaceae,f__Fusobacteriaceae,f__Gemellaceae,f__Geodermatophilaceae,f__Gordoniaceae,f__Halanaerobiaceae,f__Halomonadaceae,f__Helicobacteraceae,f__Hyphomicrobiaceae,f__Iamiaceae,f__Intrasporangiaceae,f__Kineosporiaceae,f__Lachnospiraceae,f__Lactobacillaceae,f__Leptotrichiaceae,f__Leuconostocaceae,f__Listeriaceae,f__Methylobacteriaceae,f__Microbacteriaceae,f__Micrococcaceae,f__Moraxellaceae,f__Neisseriaceae,f__Nitrospiraceae,f__Nocardiaceae,f__Nocardioidaceae,f__Oxalobacteraceae,f__Paenibacillaceae,f__Pasteurellaceae,f__Peptococcaceae,f__Peptostreptococcaceae,f__Phyllobacteriaceae,f__Planococcaceae,f__Porphyromonadaceae,f__Prevotellaceae,f__Propionibacteriaceae,f__Pseudomonadaceae,f__Pseudonocardiaceae,f__RF16,f__Rhizobiaceae,f__Rhodobacteraceae,f__Rhodocyclaceae,f__Rhodospirillaceae,f__Rikenellaceae,f__Rs-045,f__Ruminococcaceae,f__S24-7,f__Shewanellaceae,f__Sinobacteraceae,f__Sphingobacteriaceae,f__Sphingomonadaceae,f__Spirochaetaceae,f__Sporichthyaceae,f__Staphylococcaceae,f__Streptococcaceae,f__Succinivibrionaceae,f__Synergistaceae,f__Turicibacteraceae,f__Veillonellaceae,f__Verrucomicrobiaceae,f__Victivallaceae,f__Xanthobacteraceae,f__Xanthomonadaceae,f__mitochondria,f__[Barnesiellaceae],f__[Cerasicoccaceae],f__[Mogibacteriaceae],f__[Odoribacteraceae],f__[Paraprevotellaceae],f__[Tissierellaceae],f__[Weeksellaceae]
HMP2_J08168_1_ST_T0_B0_0120_ZVNCGHM-6012_ACNUP,1322,0,0,0,0,0,212,0,0,0,0,0,30401,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,5,0,0,0,0,0,2,0,0,0,19,0,192,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,4552,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,133,0,0,487,0,0,0,0,0,0,0,0,0,767,0,2022,0,0,0,0,0,0,0,0,5,0,0,20,152,96,2,0,0,2,0,0,3,39,686,0,0
HMP2_J83824_1_ST_T0_B0_0120_ZOZOW1T-7026_B86HB,2585,0,0,1,0,0,122,0,0,0,0,0,7444,0,1,0,0,0,0,0,0,0,0,0,0,12,222,1,841,0,0,0,0,0,5,0,0,0,0,0,954,0,0,0,0,0,11,0,0,0,43,0,0,0,0,0,0,8072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,0,652,31,2,0,0,0,0,0,0,0,915,0,7681,0,0,0,0,0,0,0,0,28,0,0,0,131,0,0,0,0,0,366,0,32,101,195,0,0
HMP2_J45079_1_ST_T0_B0_0120_ZN3TBJM-2035_APAJ2,1230,0,0,0,0,0,1483,0,0,0,0,0,5972,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,38,0,0,0,0,0,5,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,166,0,0,0,0,0,0,0,0,156,0,1700,0,0,0,0,0,0,0,0,1,0,0,0,49,0,0,0,0,0,19,0,5,30,0,0,0
HMP2_J83837_1_ST_T0_B0_0120_ZUF48YS-05_B86HB,3972,0,0,5,2,0,524,0,0,0,0,0,20077,0,0,0,0,0,0,0,0,0,0,0,0,194,349,0,194,1,0,4,0,0,77,0,0,0,2,0,81,0,28,2,0,0,0,0,0,0,62,0,0,0,0,0,0,5284,0,0,0,0,0,0,1,0,0,0,0,0,54,0,0,2,16,0,0,1299,17,0,0,0,0,0,0,0,0,3090,0,10580,90,0,0,0,0,0,0,1,13,0,0,20,628,0,36,0,0,1,470,0,29,382,832,0,0
HMP2_J45272_1_ST_T0_B0_0120_ZOZOW1T-86-2_APAJ2,787,0,0,0,0,0,164,0,0,0,0,0,3355,0,0,0,0,0,0,0,0,0,0,0,0,48,12,0,7,0,0,0,0,0,14,3,0,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2143,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,268,0,0,0,0,0,0,0,0,0,279,0,2697,3,0,0,0,0,0,0,0,0,0,0,0,53,85,21,0,0,0,58,0,1,12,226,0,0
HMP2_J43826_1_ST_T0_B0_0120_ZX52KVK-1033_ANBEN,364,0,0,0,0,0,79,0,0,0,0,0,1921,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,3,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,512,0,0,0,0,0,0,0,0,0,226,0,1387,0,0,0,0,0,0,0,0,3,0,1,2,54,48,0,0,0,0,23,0,2,37,0,0,0
HMP2_J45571_1_ST_T0_B0_0120_ZL9BTWF-12_APA62,1437,0,0,0,0,0,47,0,0,0,0,0,13517,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,49,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,2838,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,1750,5172,0,0,0,1,0,0,0,0,609,0,4036,0,0,0,0,0,0,0,0,3,0,0,0,2417,211,0,0,0,0,2,0,2,93,1,0,0
HMP2_J28637_1_ST_T0_B0_0120_ZYU89T9-2014_AVTWA,843,0,0,0,0,0,0,0,0,0,0,0,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,53,0,262,2,0,0,0,0,0,0,0,3,0,0,0,3,42,0,0,0,0,1,0,1,0,0,0,0
HMP2_J79925_1_ST_T0_B0_0120_ZL9BTWF-6021_B64B9,6899,0,0,0,0,0,216,0,0,0,0,0,12296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,2114,0,0,0,0,0,0,0,0,0,0,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189,0,0,0,0,0,0,0,0,0,56,0,139,1,0,0,0,0,0,0,0,4,0,0,1,152,12,0,0,0,1,1,0,0,90,0,0,0
HMP2_J45202_1_ST_T0_B0_0120_ZOZOW1T-86_APATM,1534,0,0,0,0,0,213,0,0,0,0,0,3977,0,0,0,0,0,0,0,0,0,0,0,0,102,92,0,45,0,0,1,0,0,6,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,414,4,0,0,0,0,0,0,0,0,329,0,4598,0,0,0,0,0,0,0,0,0,0,0,3,158,39,34,0,0,0,43,0,5,65,197,1,0
HMP2_J09117_1_ST_T0_B0_0120_ZL9BTWF-09_ADM3N,612,0,0,0,0,0,0,0,0,0,0,0,15881,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,7,0,0,0,0,0,0,0,0,0,1,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3233,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,391,0,2210,0,0,0,0,0,0,0,0,0,0,0,0,66,2,0,0,0,0,0,0,4,44,0,0,0
HMP2_J45585_1_ST_T0_B0_0120_ZS78KHV-01_APAJ2,1233,0,0,0,0,0,89,0,0,0,0,0,2656,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,54,0,0,1,0,0,2,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,398,0,0,0,0,0,0,0,0,126,0,3780,0,0,0,0,0,0,0,0,5,0,0,0,45,0,0,0,0,0,24,0,5,33,175,0,0
HMP2_J28664_1_ST_T0_B0_0120_ZL63I8R-2013_AVTWA,421,0,0,0,0,0,24,0,0,0,0,0,6783,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,25,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,0,0,0,0,0,654,0,718,0,0,0,0,0,0,0,0,2,0,0,0,114,58,0,0,0,0,0,0,2,23,0,0,0
HMP2_J16507_1_ST_T0_B0_0120_ZOZOW1T-62_AF11U,517,0,0,0,0,0,28,0,0,0,0,0,13378,0,0,0,0,0,0,0,3,0,0,0,0,24,121,0,9,0,0,0,0,0,1,0,0,0,1,0,80,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,771,1,0,0,0,0,0,0,0,0,922,0,1955,0,0,0,0,0,0,0,0,0,0,0,1,8,0,4,0,0,0,368,0,9,94,300,0,0
HMP2_J79952_1_ST_T0_B0_0120_ZLTUJTN-2034_B64B9,476,0,0,0,0,0,1110,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,76,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,6328,0,0,0,0,0,0,0,0,63,0,322,60,0,0,0,0,0,0,0,16,0,0,0,23,5,0,0,0,0,0,0,0,19,18,0,0
HMP2_J79811_1_ST_T0_B0_0120_ZTL5S2Y-1024_B64B9,2525,0,0,1,0,0,222,0,0,0,0,0,17060,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,9,0,0,0,0,0,3,0,0,0,0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,458,2,0,0,0,0,0,0,0,0,781,0,1809,0,0,0,0,0,0,0,0,0,0,0,5,185,0,0,0,0,0,408,0,2,133,0,0,0
HMP2_J45624_1_ST_T0_B0_0120_ZVNCGHM-6026_APAJ2,3350,0,0,1,0,0,254,0,0,0,0,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,17,0,0,1,0,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,18,0,0,56,2,0,0,0,0,0,0,0,0,1184,0,2619,0,0,0,0,0,0,0,0,0,0,0,10,132,15,13,0,0,0,1,0,5,5,164,0,0
HMP2_J28647_1_ST_T0_B0_0120_ZY7IW45-2012_AVTWA,2970,0,0,2,1,0,14,0,0,0,0,0,2806,0,0,0,0,0,0,0,0,0,0,0,0,7,61,0,118,0,0,0,0,0,1,0,0,0,3,0,17,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,1063,0,0,0,0,0,0,0,0,248,0,2121,0,0,0,0,0,0,0,0,79,0,0,0,136,25,0,0,0,0,31,0,0,15,0,0,0
HMP2_J09104_1_ST_T0_B0_0120_ZM7JY3G-05_ADM3N,1320,0,0,0,0,0,4,0,0,0,0,0,5801,0,3,0,0,0,0,0,0,0,0,0,0,6,154,0,62,0,0,0,0,0,0,0,0,0,27,0,863,0,0,1,0,0,7,0,0,0,62,0,0,0,0,0,0,4180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,107,0,0,633,36,0,0,0,0,0,0,0,0,392,0,3366,0,0,0,0,0,0,0,1,13,0,0,7,32,7,0,0,0,0,106,0,27,66,294,4,0
HMP2_J45540_1_ST_T0_B0_0120_ZTXY83G-02_APA62,2310,0,0,1,0,0,1010,0,0,0,0,0,23425,0,0,0,0,0,0,0,0,0,0,0,0,8,51,0,267,0,0,0,0,0,36,0,0,0,0,0,344,0,0,1,0,0,179,0,0,0,1,0,0,0,0,0,0,3927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2926,3064,1,0,0,2,0,0,0,0,1524,0,3192,1,0,0,0,0,0,0,0,56,0,0,0,3733,539,0,0,0,0,1562,0,8,166,423,0,0
HMP2_J28592_1_ST_T0_B0_0120_ZVNCGHM-1022-AL1_AL5DH,415,0,0,0,0,0,150,0,0,0,0,0,3150,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,11,0,0,0,0,0,0,0,0,0,1,0,155,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,22,0,0,123,0,0,0,0,0,0,0,0,0,585,0,1191,0,0,0,0,0,0,0,0,0,0,0,10,60,75,44,0,0,0,0,0,6,11,64,0,0
HMP2_J09142_1_ST_T0_B0_0120_ZVNCGHM-02X_ADM3N,1040,0,0,0,1,0,421,0,0,0,0,0,7583,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,9,0,0,0,0,0,0,0,0,0,17,1,123,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,3038,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,25,0,0,313,0,0,0,0,0,0,0,0,0,1170,0,1566,0,0,0,0,0,0,0,0,0,0,0,19,42,68,7,0,0,0,0,0,7,41,391,0,0
HMP2_J79958_1_ST_T0_B0_0120_ZX52KVK-6032_B64B9,830,0,0,0,0,0,80,0,0,0,0,0,3722,0,0,0,0,0,0,0,0,0,0,0,0,67,85,0,60,0,0,0,0,0,5,0,0,0,45,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,282,2,0,0,0,0,0,0,0,0,567,0,5767,8,0,0,0,0,0,0,0,1,0,1,0,83,87,0,0,0,0,202,0,8,49,0,0,0
HMP2_J45334_1_ST_T0_B0_0120_ZXHCGKV-01_APB4D,363,0,0,0,0,0,144,0,0,0,0,0,9791,0,0,0,0,0,0,0,7,0,1,0,0,0,103,0,604,0,0,0,0,0,2,0,0,0,4,0,25,0,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,1569,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,7,0,0,15,1,0,0,0,0,0,0,0,0,117,0,11758,2,0,0,0,0,0,0,0,65,0,0,11,137,0,0,0,0,0,376,0,7,38,172,2,0
HMP2_J45469_1_ST_T0_B0_0120_ZN9YTFN-6023_APB4D,607,0,0,1,0,0,16,0,0,0,0,0,855,0,0,0,0,0,0,0,0,0,0,0,0,2,61,0,401,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,14,24666,0,0,0,5,0,0,0,0,130,0,2531,0,0,0,0,0,0,0,0,4,0,0,9,122,0,0,0,0,0,1,0,2,21,0,0,0
HMP2_J79802_1_ST_T0_B0_0120_ZPDABJR-6032_B64B9,1609,0,0,0,0,0,57,0,0,0,0,0,7230,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,27,0,0,0,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,203,10,0,0,0,0,0,0,0,0,263,0,2091,1,0,0,0,0,0,0,0,2,0,0,0,148,0,0,0,0,0,39,0,2,53,0,0,0
HMP2_J83833_1_ST_T0_B0_0120_ZYHHR4Z-8025_B86HB,10559,0,0,0,0,0,1061,0,0,0,0,0,32854,0,0,0,0,0,0,0,0,0,0,0,0,4,155,0,279,0,0,0,0,0,11,0,0,0,17,0,114,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,419,0,0,0,0,0,0,0,0,2110,0,6182,0,0,0,0,0,0,0,0,44,0,0,0,482,131,0,0,0,0,1165,0,24,127,0,0,0
HMP2_J66951_1_ST_T0_B0_0120_ZOZOW1T-7027_APATM,2104,0,0,0,0,0,410,0,0,0,0,0,4160,0,0,0,0,0,0,0,1,0,0,0,0,65,41,0,39,0,0,0,0,0,13,36,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2506,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,129,8,0,0,0,0,0,0,0,0,148,0,6286,155,0,0,0,0,0,0,0,0,0,0,1,81,33,139,0,0,0,41,0,1,87,103,0,0
HMP2_J45180_1_ST_T0_B0_0120_ZOZOW1T-7011-2_APATM,898,0,0,0,0,0,90,0,0,0,0,0,3202,0,0,0,0,0,0,0,0,0,0,0,0,27,49,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,119,0,0,0,0,0,0,0,0,0,219,0,2238,15,0,0,0,0,0,0,0,2,0,0,0,80,0,48,0,0,1,38,0,2,27,253,0,0
HMP2_J45264_1_ST_T0_B0_0120_ZOZOW1T-6023-1_APATM,988,0,0,0,0,0,259,0,0,0,0,0,20154,0,0,0,0,0,0,0,1,0,0,0,0,3,42,0,3,0,0,0,0,0,3,22,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1778,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,1,0,0,272,0,0,0,0,0,0,0,0,0,86,0,2256,123,0,0,0,0,0,0,0,0,0,0,22,447,0,9,0,0,0,25,0,1,13,311,0,0
HMP2_J45193_1_ST_T0_B0_0120_ZOZOW1T-7012A_APAJ2,1124,0,0,0,0,0,125,0,0,0,0,0,3342,0,0,0,0,0,0,0,0,0,0,0,0,60,44,0,23,0,0,0,0,0,25,0,0,0,11,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,213,1,0,0,0,0,0,0,0,0,421,0,2470,4,0,0,0,0,0,0,0,0,0,0,0,77,0,73,0,0,0,48,0,6,38,76,0,0
HMP2_J79929_1_ST_T0_B0_0120_ZLPZS0H-14_B64B9,1439,0,0,1,0,0,519,0,0,0,0,0,35652,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,12,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4174,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,339,0,0,0,0,0,0,0,0,0,2024,0,6684,0,0,0,0,0,0,0,0,5,0,0,0,292,0,0,0,0,0,229,0,4,5,1,0,0
HMP2_J45283_1_ST_T0_B0_0120_ZR3WH7V-6023_APATM,619,0,0,0,0,0,130,0,0,0,0,0,11177,0,0,0,0,0,0,0,2,0,0,0,0,0,23,0,2,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1267,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,71,1,0,0,0,0,0,0,0,0,170,0,634,241,0,0,0,0,0,0,0,3,0,0,0,235,16,0,0,0,0,40,0,2,27,0,0,0
HMP2_J45534_1_ST_T0_B0_0120_ZL9BTWF-11_APA62,1709,0,0,0,0,0,188,0,0,0,0,0,22059,0,0,0,0,0,0,0,0,0,0,0,0,2,61,0,512,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5513,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1330,6,0,0,0,0,0,0,0,0,323,0,5965,0,0,0,0,0,0,0,0,2,0,0,0,795,237,0,0,0,0,2,0,11,100,0,0,0
HMP2_J45478_1_ST_T0_B0_0120_ZTL5S2Y-01_APA62,996,0,0,0,0,0,50,0,0,0,0,0,24458,0,0,0,0,0,0,0,0,0,0,0,0,9,47,0,41,0,0,0,0,0,0,0,0,0,0,0,20,0,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,33,0,0,0,0,0,0,0,0,2206,0,2395,0,0,0,0,0,0,0,1,3,0,0,1,399,0,0,0,0,0,1230,0,6,121,0,0,0
HMP2_J45175_1_ST_T0_B0_0120_ZOZOW1T-1025_APATM,2191,0,0,0,0,0,163,0,0,0,0,0,9340,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,6,0,0,1,0,0,0,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,226,0,0,0,0,0,0,0,0,0,82,0,2950,5,0,0,0,0,0,0,0,3,0,0,2,122,0,0,0,0,0,63,0,4,37,836,0,0
HMP2_J28611_1_ST_T0_B0_0120_ZN0JE53-2012_AWBGH,711,0,0,0,0,0,1290,0,0,0,0,0,8186,0,0,0,0,0,0,0,0,0,0,0,0,4,261,0,67,0,0,0,0,0,32,0,0,0,94,0,236,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,1511,195,0,1,0,0,0,0,0,0,818,0,5610,2,0,0,0,0,0,0,0,2,0,0,14,463,2,2,0,0,0,0,0,3,28,319,0,0
HMP2_J45317_1_ST_T0_B0_0120_ZX52KVK-4011_APB4D,2738,0,0,2,0,0,60,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,76,0,0,0,0,0,4,0,0,0,1,0,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5399,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,93,0,5468,4,0,0,0,0,0,0,0,1,0,0,1,58,49,0,0,0,0,6,0,6,5,0,0,0
HMP2_J79816_1_ST_T0_B0_0120_ZRB0F6P-6035_B64B9,1590,0,0,0,0,0,15,0,0,0,0,0,3165,0,0,0,0,0,0,0,1,0,0,0,0,4,64,0,45,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1345,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,400,128,0,0,0,0,0,0,0,0,359,0,2649,0,0,0,0,0,0,0,0,1,0,0,0,209,7,1,0,0,0,34,0,4,63,0,0,0
HMP2_J08155_1_ST_T0_B0_0120_ZOZOW1T-6012,3676,0,0,0,0,0,286,0,0,0,0,0,17056,0,1,0,0,0,0,0,2,0,0,0,0,117,164,0,10,0,0,0,0,0,10,0,0,0,0,0,111,0,2,1,0,0,0,0,0,0,38,0,0,0,0,0,0,3165,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,17,0,0,1105,0,0,0,0,0,0,0,0,0,859,0,6212,9,0,0,0,0,0,0,0,0,0,0,4,47,402,284,0,0,0,108,0,10,109,544,0,0
HMP2_J00855_1_ST_T0_B0_0122_ZL9BTWF-1013_AA31J,855,0,0,7,0,0,1035,0,0,0,0,0,11051,0,0,0,0,0,0,0,0,0,2,0,0,2,43,0,85,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,2589,1,0,0,0,0,0,0,0,0,0,5940,1,0,0,0,0,0,0,0,0,0,0,0,33,0,9,0,0,0,0,1220,3120,0,0,0,0,0,0,0,0,772,0,3181,0,0,0,0,0,0,0,0,15,0,0,0,947,8760,0,0,0,0,2,0,29,103,1,0,0
HMP2_J45107_1_ST_T0_B0_0120_ZTMFN3O-04_APAJ2,362,0,0,1,2,0,8,0,1,0,0,0,3136,0,4,0,0,0,0,0,0,0,0,0,0,5,76,0,334,0,0,0,0,0,110,0,0,0,14,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1110,1,0,0,0,0,0,0,0,0,599,0,3390,0,0,0,0,0,0,0,0,18,0,0,0,38,150,0,0,0,0,63,0,30,195,0,0,0
HMP2_J79982_1_ST_T0_B0_0120_ZOZOW1T-7045_B86HB,5873,0,0,0,0,0,40,0,0,0,0,0,14245,0,0,0,0,0,0,0,0,0,1,0,0,25,369,0,350,0,0,0,0,0,1,0,0,0,1,0,96,0,1,0,0,0,4,0,0,0,4,0,0,0,0,0,0,7092,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,25,0,0,272,8,1,0,0,0,0,0,0,1,307,0,8895,96,0,0,0,0,0,0,0,11,0,0,6,369,90,0,0,0,0,121,0,10,9,857,0,0
HMP2_J45449_1_ST_T0_B0_0120_ZJXC41N-03_APB4D,10228,0,0,0,0,0,115,0,0,0,0,0,3961,0,0,0,0,0,0,1,0,0,0,0,0,37,33,0,15,0,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,1,0,0,796,8,0,0,0,0,0,0,0,0,2038,0,3749,1,0,0,0,0,0,0,0,0,0,0,3,48,96,0,0,0,0,0,0,2,76,72,0,0
HMP2_J79819_1_ST_T0_B0_0120_ZTL5S2Y-1025_B64B9,560,0,0,0,0,0,122,0,0,0,0,0,9811,0,0,0,0,0,0,0,3,0,0,0,0,9,53,0,33,0,0,0,0,0,6,0,0,0,4,0,30,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,547,0,0,0,0,0,0,0,0,0,1173,0,1309,0,0,0,0,0,0,0,0,9,0,0,1,181,83,0,0,0,0,671,0,9,110,0,3,0
HMP2_J43830_1_ST_T0_B0_0120_ZVBQY1N-1021_ANBEN,294,0,0,0,0,0,415,0,0,0,0,0,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,2376,0,0,0,1,0,0,0,0,126,0,323,0,0,0,0,0,0,0,0,2,1,0,1,7,0,5,0,0,0,68,0,0,19,0,0,0
